mk.names;chr;pos.ind;pos.cM;log10pval;Grinkan;IS23540;CSM388;White_Kaur
S1_1933368;1;319;5.633970753;5.0743715;1;0.04033761;0.102908209;8.89E-06
S1_1933369;1;320;5.63397377;5.0743715;1;0.04033761;0.102908209;8.89E-06
S1_1937763;1;321;5.647229875;5.0743715;1;0.04033761;0.102908209;8.89E-06
S1_1946605;1;322;5.673904995;5.0743715;1;0.04033761;0.102908209;8.89E-06
S1_1953596;1;323;5.694995899;5.0743715;1;0.04033761;0.102908209;8.89E-06
S1_1964584;1;324;5.728145212;5.0743715;1;0.04033761;0.102908209;8.89E-06
S1_1964621;1;325;5.728256836;5.0743715;1;0.04033761;0.102908209;8.89E-06
S1_1966347;1;326;5.733463945;5.0743715;1;0.04033761;0.102908209;8.89E-06
S1_1966419;1;327;5.733681159;5.0743715;1;0.04033761;0.102908209;8.89E-06
S1_1966452;1;328;5.733780716;5.0743715;1;0.04033761;0.102908209;8.89E-06
S1_1966464;1;329;5.733816918;5.0743715;1;0.04033761;0.102908209;8.89E-06
S1_1966587;1;330;5.734187992;5.0743715;1;0.04033761;0.102908209;8.89E-06
S1_1966595;1;331;5.734212127;5.0743715;1;0.04033761;0.102908209;8.89E-06
S1_1966601;1;332;5.734230229;5.0743715;1;0.04033761;0.102908209;8.89E-06
S1_1999542;1;333;5.83360878;5.0743715;1;0.04033761;0.102908209;8.89E-06
S1_2000290;1;334;5.835865395;5.0743715;1;0.04033761;0.102908209;8.89E-06
S1_2025543;1;335;5.912050287;5.074385369;1;0.04033792;0.102908176;8.89E-06
S1_2025544;1;336;5.912053304;5.074396331;1;0.040338164;0.102908149;8.89E-06
S1_2025545;1;337;5.912056321;4.972928504;1;0.048476797;0.10315516;9.84E-06
S1_2025883;1;338;5.913076021;4.965694992;1;0.048674332;0.103172786;9.98E-06
S1_2025960;1;339;5.91330832;4.965694909;1;0.048674334;0.103172787;9.98E-06
S1_2026022;1;340;5.913495366;4.965694909;1;0.048674334;0.103172787;9.98E-06
S1_2026156;1;341;5.913899626;4.965694909;1;0.048674334;0.103172787;9.98E-06
S1_2043594;1;342;5.966507718;4.965694903;1;0.048674334;0.103172788;9.98E-06
S1_2077457;1;343;6.068667819;4.965490987;1;0.048674659;0.103235834;9.98E-06
S1_2078859;1;344;6.072897463;4.754639528;1;0.049010939;0.199002344;1.03E-05
S1_2079180;1;345;6.073865877;4.754636949;1;0.049010943;0.199004019;1.03E-05
S1_2079199;1;346;6.073923198;4.754636949;1;0.049010943;0.199004019;1.03E-05
S1_2079207;1;347;6.073947333;4.754636949;1;0.049010943;0.199004019;1.03E-05
S1_2085072;1;348;6.091641246;4.754636949;1;0.049010943;0.199004019;1.03E-05
S1_2085099;1;349;6.091722701;4.754636949;1;0.049010943;0.199004019;1.03E-05
S1_2095712;1;350;6.12374069;4.754636949;1;0.049010943;0.199004019;1.03E-05
S1_2121149;1;351;6.200480686;4.754636948;1;0.049010943;0.199004019;1.03E-05
S1_2121266;1;352;6.200833659;4.754636888;1;0.049010951;0.199004019;1.03E-05
S1_2134597;1;353;6.241051487;4.552335189;1;0.088076106;0.199649245;1.06E-05
S1_2135758;1;354;6.244554067;4.552334097;1;0.088076391;0.199649249;1.06E-05
S1_2140380;1;355;6.258498017;4.552334097;1;0.088076391;0.199649249;1.06E-05
S1_2172815;1;356;6.356350035;4.552334097;1;0.088076391;0.199649249;1.06E-05
S1_2179805;1;357;6.377437921;4.552334297;1;0.088076391;0.199649248;1.06E-05
S1_2196188;1;358;6.426863221;4.561669554;1;0.088055363;0.19961944;1.03E-05
S1_2196227;1;359;6.426980879;4.846553616;1;0.087415634;0.198711364;5.08E-06
S1_2247553;1;360;6.581824493;4.853135037;1;0.087400899;0.198690422;5.00E-06
S1_2256342;1;361;6.60833972;4.85313358;1;0.087400903;0.198691398;5.00E-06
S1_2274514;1;362;6.663162192;4.790964021;1;0.087540169;0.244314698;5.04E-06
S1_2274515;1;363;6.663165208;4.790964021;1;0.087540169;0.244314698;5.04E-06
S1_2274535;1;364;6.663225546;4.790964021;1;0.087540169;0.244314698;5.04E-06
S1_2274738;1;365;6.663837969;4.790964021;1;0.087540169;0.244314698;5.04E-06
S1_2292671;1;366;6.71793941;4.790964021;1;0.087540169;0.244314698;5.04E-06
S1_2305123;1;367;6.755505413;4.790964021;1;0.087540169;0.244314698;5.04E-06
S1_2306909;1;368;6.760893534;4.790964021;1;0.087540169;0.244314698;5.04E-06
S1_2308456;1;369;6.765560625;4.790964021;1;0.087540169;0.244314698;5.04E-06
S1_2308483;1;370;6.76564208;4.790964021;1;0.087540169;0.244314698;5.04E-06
S1_2308559;1;371;6.765871362;4.790964021;1;0.087540169;0.244314698;5.04E-06
S1_2310448;1;372;6.77157022;4.790964021;1;0.087540169;0.244314698;5.04E-06
S1_2323393;1;373;6.810623538;4.790964021;1;0.087540169;0.244314698;5.04E-06
S1_2323459;1;374;6.810822651;4.790964021;1;0.087540169;0.244314698;5.04E-06
S1_2323478;1;375;6.810879971;4.790964021;1;0.087540169;0.244314698;5.04E-06
S1_2347879;1;376;6.884494495;4.790964021;1;0.087540169;0.244314698;5.04E-06
S1_2359827;1;377;6.920539998;4.790964021;1;0.087540169;0.244314698;5.04E-06
S1_2369034;1;378;6.948316275;4.790964021;1;0.087540169;0.244314698;5.04E-06
S1_2369035;1;379;6.948319291;4.790964021;1;0.087540169;0.244314698;5.04E-06
S1_2369036;1;380;6.948322308;4.790964021;1;0.087540169;0.244314698;5.04E-06
S1_2369038;1;381;6.948328342;4.790964021;1;0.087540169;0.244314698;5.04E-06
S1_2369039;1;382;6.948331359;4.790964021;1;0.087540169;0.244314698;5.04E-06
S1_2369041;1;383;6.948337393;4.790964021;1;0.087540169;0.244314698;5.04E-06
S1_2369042;1;384;6.948340409;4.790964021;1;0.087540169;0.244314698;5.04E-06
S1_2369043;1;385;6.948343426;4.790964021;1;0.087540169;0.244314698;5.04E-06
S1_2369044;1;386;6.948346443;4.790964021;1;0.087540169;0.244314698;5.04E-06
S1_2369250;1;387;6.948967917;4.790964021;1;0.087540169;0.244314698;5.04E-06
S1_2369344;1;388;6.949251503;4.790964021;1;0.087540169;0.244314698;5.04E-06
S1_2374994;1;389;6.96629679;4.790964021;1;0.087540169;0.244314698;5.04E-06
S1_2377910;1;390;6.975093969;4.790964021;1;0.087540169;0.244314698;5.04E-06
S1_2386229;1;391;7.000191269;4.790964021;1;0.087540169;0.244314698;5.04E-06
S1_2386231;1;392;7.000197303;4.790964021;1;0.087540169;0.244314698;5.04E-06
S1_2412620;1;393;7.079809354;4.790964021;1;0.087540169;0.244314698;5.04E-06
S1_2427423;1;394;7.124468007;4.790964021;1;0.087540169;0.244314698;5.04E-06
S1_2430161;1;395;7.132728183;4.790964021;1;0.087540169;0.244314698;5.04E-06
S1_2452696;1;396;7.200713237;4.791067132;1;0.087513493;0.244314353;5.04E-06
S1_2453973;1;397;7.204565774;4.896572752;1;0.064312139;0.243961526;4.96E-06
S1_2459479;1;398;7.221176632;4.896592571;1;0.06430846;0.24396146;4.96E-06
S1_2460818;1;399;7.225216215;4.896592571;1;0.06430846;0.24396146;4.96E-06
S1_2460916;1;400;7.225511868;4.896592571;1;0.06430846;0.24396146;4.96E-06
S1_2461177;1;401;7.226299269;4.896592571;1;0.06430846;0.24396146;4.96E-06
S1_2462401;1;402;7.229991912;4.896592571;1;0.06430846;0.24396146;4.96E-06
S1_2462693;1;403;7.230872837;4.896592571;1;0.06430846;0.24396146;4.96E-06
S1_2462702;1;404;7.230899988;4.896592571;1;0.06430846;0.24396146;4.96E-06
S1_2464324;1;405;7.235793344;4.896592571;1;0.06430846;0.24396146;4.96E-06
S1_2464385;1;406;7.235977372;4.896592571;1;0.06430846;0.24396146;4.96E-06
S1_2464406;1;407;7.236040726;4.896592571;1;0.06430846;0.24396146;4.96E-06
S1_2466326;1;408;7.241833107;4.896592571;1;0.06430846;0.24396146;4.96E-06
S1_2466395;1;409;7.242041271;4.896592571;1;0.06430846;0.24396146;4.96E-06
S1_2519222;1;410;7.4014132;4.896592571;1;0.064308459;0.24396146;4.96E-06
S1_2578908;1;411;7.581477807;4.896592571;1;0.06430846;0.24396146;4.96E-06
S1_2581925;1;412;7.590579688;4.896592571;1;0.06430846;0.24396146;4.96E-06
S1_2581934;1;413;7.59060684;4.896592571;1;0.06430846;0.24396146;4.96E-06
S1_2582253;1;414;7.59156922;4.896592571;1;0.06430846;0.24396146;4.96E-06
S1_2590562;1;415;7.616636352;4.896592571;1;0.06430846;0.24396146;4.96E-06
S1_2595133;1;416;7.630426442;4.896592571;1;0.06430846;0.24396146;4.96E-06
S1_2595254;1;417;7.630791482;4.896592571;1;0.06430846;0.24396146;4.96E-06
S1_2611149;1;418;7.678744552;4.896592571;1;0.06430846;0.24396146;4.96E-06
S1_2630632;1;419;7.737522134;4.896592571;1;0.06430846;0.24396146;4.96E-06
S1_2633706;1;420;7.746795977;4.896592571;1;0.06430846;0.24396146;4.96E-06
S1_2633735;1;421;7.746883466;4.896592571;1;0.06430846;0.24396146;4.96E-06
S1_2633785;1;422;7.747034309;4.896592571;1;0.06430846;0.24396146;4.96E-06
S1_2638288;1;423;7.760619252;4.896592571;1;0.06430846;0.24396146;4.96E-06
S1_2638307;1;424;7.760676573;4.896592571;1;0.06430846;0.24396146;4.96E-06
S1_2647450;1;425;7.78825977;4.894629343;1;0.064312159;0.244171257;4.98E-06
S1_2647505;1;426;7.788425697;4.535790743;1;0.064991229;0.272997761;1.13E-05
S1_2652428;1;427;7.803277724;4.533687173;1;0.064995227;0.273142635;1.14E-05
S1_2653971;1;428;7.807932747;4.53368714;1;0.064995227;0.273142638;1.14E-05
S1_2653972;1;429;7.807935763;4.53368714;1;0.064995227;0.273142638;1.14E-05
S1_2680450;1;430;7.887816316;4.53368714;1;0.064995227;0.273142638;1.14E-05
S1_2690214;1;431;7.917272986;4.53368714;1;0.064995227;0.273142638;1.14E-05
S1_2709916;1;432;7.976711261;4.53368714;1;0.064995227;0.273142638;1.14E-05
S1_2709937;1;433;7.976774615;4.53368714;1;0.064995227;0.273142638;1.14E-05
S1_2709939;1;434;7.976780649;4.53368714;1;0.064995227;0.273142638;1.14E-05
S1_2713563;1;435;7.987713768;4.53368714;1;0.064995227;0.273142638;1.14E-05
S1_2713869;1;436;7.988636928;4.53368714;1;0.064995227;0.273142638;1.14E-05
S1_2736876;1;437;8.058045942;4.533687141;1;0.064995227;0.273142638;1.14E-05
S1_2786587;1;438;8.20801732;4.533687141;1;0.064995227;0.273142638;1.14E-05
S1_2800091;1;439;8.248757065;4.53368714;1;0.064995227;0.273142638;1.14E-05
S1_2800204;1;440;8.249097971;4.53368714;1;0.064995227;0.273142638;1.14E-05
S1_2800206;1;441;8.249104005;4.53368714;1;0.064995227;0.273142638;1.14E-05
S1_2800210;1;442;8.249116072;4.53368714;1;0.064995227;0.273142638;1.14E-05
S1_2824406;1;443;8.322112138;4.533687583;1;0.064995226;0.273142216;1.14E-05
S1_2824553;1;444;8.322555618;4.533741321;1;0.064995124;0.273090943;1.14E-05
S1_2824580;1;445;8.322637073;4.748860303;1;0.064587301;0.135509562;1.11E-05
S1_2834361;1;446;8.35214503;4.752851289;1;0.064579756;0.133850942;1.11E-05
S1_2853975;1;447;8.411317821;4.75285169;1;0.064579755;0.133850777;1.11E-05
S1_2904064;1;448;8.562429573;4.752851909;1;0.064579714;0.133850776;1.11E-05
S1_2904067;1;449;8.562438624;4.752852172;1;0.064579665;0.133850775;1.11E-05
S1_2904162;1;450;8.562725226;4.914408588;1;0.040759758;0.1334062;1.08E-05
S1_2908355;1;451;8.575374941;4.914744054;1;0.040721337;0.133405278;1.08E-05
S1_2908725;1;452;8.576491181;4.914744056;1;0.040721337;0.133405278;1.08E-05
S1_2909123;1;453;8.577691893;4.914744056;1;0.040721337;0.133405278;1.08E-05
S1_2909348;1;454;8.578370688;4.914744056;1;0.040721337;0.133405278;1.08E-05
S1_2909374;1;455;8.578449127;4.914744056;1;0.040721337;0.133405278;1.08E-05
S1_2911496;1;456;8.584850914;4.914744056;1;0.040721337;0.133405278;1.08E-05
S1_2941621;1;457;8.675733973;4.914744056;1;0.040721337;0.133405278;1.08E-05
S1_2941654;1;458;8.67583353;4.914744056;1;0.040721337;0.133405278;1.08E-05
S1_2942210;1;459;8.677510907;4.914744056;1;0.040721337;0.133405278;1.08E-05
S1_2942318;1;460;8.677836728;4.914744056;1;0.040721337;0.133405278;1.08E-05
S1_2942333;1;461;8.677881981;4.914744056;1;0.040721337;0.133405278;1.08E-05
S1_2947028;1;462;8.692046163;4.914744056;1;0.040721336;0.133405278;1.08E-05
S1_2947136;1;463;8.692371984;4.9147443;1;0.040721309;0.133405277;1.08E-05
S1_2950068;1;464;8.701217432;5.02578363;1;0.029874081;0.133100365;1.06E-05
S1_2951029;1;465;8.70411664;5.025785071;1;0.029873962;0.133100361;1.06E-05
S1_2958453;1;466;8.726513846;5.025785072;1;0.029873962;0.133100361;1.06E-05
S1_2969196;1;467;8.758924027;5.025785072;1;0.029873962;0.133100361;1.06E-05
S1_2974887;1;468;8.776093006;5.025785072;1;0.029873962;0.133100361;1.06E-05
S1_2984260;1;469;8.804370082;5.025785072;1;0.029873962;0.133100361;1.06E-05
S1_2984264;1;470;8.804382149;5.025785072;1;0.029873962;0.133100361;1.06E-05
S1_2984265;1;471;8.804385166;5.025785072;1;0.029873962;0.133100361;1.06E-05
S1_2984268;1;472;8.804394216;5.025785072;1;0.029873962;0.133100361;1.06E-05
S1_2984271;1;473;8.804403267;5.025785072;1;0.029873962;0.133100361;1.06E-05
S1_3007721;1;474;8.875148752;5.025785072;1;0.029873962;0.133100361;1.06E-05
S1_3007891;1;475;8.875661619;5.025785072;1;0.029873962;0.133100361;1.06E-05
S1_3020093;1;476;8.912473406;5.025785072;1;0.029873962;0.133100361;1.06E-05
S1_3021169;1;477;8.915719553;5.025785072;1;0.029873962;0.133100361;1.06E-05
S1_3036427;1;478;8.96175088;5.025785072;1;0.029873962;0.133100361;1.06E-05
S1_3037456;1;479;8.964855234;5.025785072;1;0.029873962;0.133100361;1.06E-05
S1_3045599;1;480;8.989421566;5.025785072;1;0.029873962;0.133100361;1.06E-05
S1_3045611;1;481;8.989457768;5.025785072;1;0.029873962;0.133100361;1.06E-05
S1_3045617;1;482;8.989475869;5.025785072;1;0.029873962;0.133100361;1.06E-05
S1_3046386;1;483;8.991795839;5.025785072;1;0.029873962;0.133100361;1.06E-05
S1_3048056;1;484;8.996834003;5.025785071;1;0.029873962;0.133100361;1.06E-05
S1_3048065;1;485;8.996861155;5.025785059;1;0.029873962;0.133100361;1.06E-05
S1_3079713;1;486;9.0923389;3.518544426;1;0.031660103;0.137287962;0.000484776
S1_3082098;1;487;9.099534123;3.518537688;1;0.031660111;0.137287981;0.000484785
S1_3090437;1;488;9.12469176;3.518537687;1;0.031660111;0.137287981;0.000484785
S1_3090473;1;489;9.124800367;3.518537687;1;0.031660111;0.137287981;0.000484785
S1_3090474;1;490;9.124803384;3.518537687;1;0.031660111;0.137287981;0.000484785
S1_3098879;1;491;9.150160135;3.518537687;1;0.031660111;0.137287981;0.000484785
S1_3099662;1;492;9.15252234;3.518537687;1;0.031660111;0.137287981;0.000484785
S1_3100265;1;493;9.15434151;3.518537687;1;0.031660111;0.137287981;0.000484785
S1_3100654;1;494;9.15551507;3.518537754;1;0.031660111;0.137287952;0.000484785
S1_3117145;1;495;9.205266191;3.553561803;1;0.03161751;0.123130573;0.000483222
S1_3154946;1;496;9.319306707;3.553563011;1;0.031617509;0.123130113;0.000483222
S1_3163138;1;497;9.344020865;3.553563011;1;0.031617509;0.123130113;0.000483222
S1_3163201;1;498;9.344210927;3.553563011;1;0.031617509;0.123130113;0.000483222
S1_3163203;1;499;9.344216961;3.553563011;1;0.031617509;0.123130113;0.000483222
S1_3164583;1;500;9.348380235;3.553563011;1;0.031617509;0.123130113;0.000483222
S1_3164636;1;501;9.348540129;3.553563011;1;0.031617509;0.123130113;0.000483222
S1_3165025;1;502;9.349713689;3.553563011;1;0.031617509;0.123130113;0.000483222
S1_3165094;1;503;9.349921853;3.553563011;1;0.031617509;0.123130113;0.000483222
S1_3165830;1;504;9.352142266;3.553563011;1;0.031617509;0.123130113;0.000483222
S1_3179755;1;505;9.394152111;3.553563011;1;0.031617509;0.123130113;0.000483222
S1_3179781;1;506;9.39423055;3.553563011;1;0.031617509;0.123130113;0.000483222
S1_3213238;1;507;9.495165803;3.553563011;1;0.031617509;0.123130113;0.000483222
S1_3213401;1;508;9.495657552;3.553563011;1;0.031617509;0.123130113;0.000483222
S1_3215055;1;509;9.500647447;3.553563011;1;0.031617509;0.123130113;0.000483222
S1_3215185;1;510;9.501039639;3.553563011;1;0.031617509;0.123130113;0.000483222
S1_3215658;1;511;9.502466616;3.553563011;1;0.031617509;0.123130113;0.000483222
S1_3223016;1;512;9.524664709;3.553563011;1;0.031617509;0.123130113;0.000483222
S1_3223030;1;513;9.524706946;3.553563011;1;0.031617509;0.123130113;0.000483222
S1_3223040;1;514;9.524737114;3.553563011;1;0.031617509;0.123130113;0.000483222
S1_3235434;1;515;9.562128139;3.554030615;1;0.03161694;0.122952474;0.000483202
S1_3235458;1;516;9.562200544;3.567802549;1;0.031600205;0.117846269;0.000482589
S1_3251130;1;517;9.609480853;3.568102767;1;0.03159984;0.117737612;0.000482575
S1_3258971;1;518;9.633136092;3.568105813;1;0.03159957;0.117737601;0.000482575
S1_3275956;1;519;9.684377544;3.679194698;1;0.023174114;0.117445906;0.000477658
S1_3292699;1;520;9.734888916;3.679199041;1;0.023173834;0.117445895;0.000477658
S1_3297127;1;521;9.748247594;3.679199041;1;0.023173834;0.117445895;0.000477658
S1_3300340;1;522;9.757940781;3.679199041;1;0.023173834;0.117445895;0.000477658
S1_3321875;1;523;9.82290897;3.679199041;1;0.023173834;0.117445895;0.000477658
S1_3324697;1;524;9.831422563;3.679199041;1;0.023173834;0.117445895;0.000477658
S1_3341360;1;525;9.881692585;3.679199041;1;0.023173834;0.117445895;0.000477658
S1_3341363;1;526;9.881701635;3.679199041;1;0.023173834;0.117445895;0.000477658
S1_3346688;1;527;9.897766442;3.679199041;1;0.023173834;0.117445895;0.000477658
S1_3358044;1;528;9.932025961;3.679199041;1;0.023173834;0.117445895;0.000477658
S1_3358076;1;529;9.932122501;3.679199041;1;0.023173834;0.117445895;0.000477658
S1_3358080;1;530;9.932134568;3.679199041;1;0.023173834;0.117445895;0.000477658
S1_3358148;1;531;9.932339715;3.679199041;1;0.023173834;0.117445895;0.000477658
S1_3360751;1;532;9.940192615;3.679199041;1;0.023173834;0.117445895;0.000477658
S1_3378888;1;533;9.994909496;3.679199041;1;0.023173834;0.117445895;0.000477658
S1_3378889;1;534;9.994912513;3.679199041;1;0.023173834;0.117445895;0.000477658
S1_3394871;1;535;10.04312805;3.67919904;1;0.023173834;0.117445895;0.000477658
S1_3394881;1;536;10.04315822;3.679199032;1;0.023173834;0.117445898;0.000477658
S1_3397150;1;537;10.05000349;3.639085767;1;0.023213175;0.132939807;0.000479428
S1_3397986;1;538;10.05252558;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3398240;1;539;10.05329187;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3414270;1;540;10.10165221;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3414294;1;541;10.10172462;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3414312;1;542;10.10177892;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3414354;1;543;10.10190563;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3414375;1;544;10.10196899;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3415100;1;545;10.10415621;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3415115;1;546;10.10420147;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3415181;1;547;10.10440058;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3418033;1;548;10.11300468;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3418036;1;549;10.11301373;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3418814;1;550;10.11536085;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3418830;1;551;10.11540912;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3418831;1;552;10.11541214;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3418834;1;553;10.11542119;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3418835;1;554;10.1154242;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3418841;1;555;10.1154423;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3454229;1;556;10.22220312;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3454247;1;557;10.22225743;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3455330;1;558;10.22552469;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3460364;1;559;10.24071159;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3460420;1;560;10.24088054;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3460584;1;561;10.2413753;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3460587;1;562;10.24138435;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3460599;1;563;10.24142055;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3463950;1;564;10.25153007;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3463951;1;565;10.25153309;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3463952;1;566;10.2515361;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3463953;1;567;10.25153912;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3470828;1;568;10.27228007;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3471853;1;569;10.27537235;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3478307;1;570;10.2948432;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3499636;1;571;10.35918991;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3508809;1;572;10.38686362;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3514434;1;573;10.40383348;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3516862;1;574;10.41115843;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3529836;1;575;10.45029924;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3529840;1;576;10.45031131;3.639084955;1;0.023213176;0.132940143;0.000479428
S1_3535264;1;577;10.46667478;3.639266737;1;0.023212998;0.132939639;0.000479203
S1_3535871;1;578;10.46850602;4.010968827;1;0.022850879;0.131912123;0.000184547
S1_3535894;1;579;10.46857541;4.010969454;1;0.022850879;0.13191212;0.000184547
S1_3535942;1;580;10.46872022;4.011037897;1;0.022850813;0.131884163;0.000184545
S1_3535948;1;581;10.46873832;4.179936598;1;0.022688019;0.079251637;0.000181325
S1_3535978;1;582;10.46882882;4.179975877;1;0.022687982;0.079242466;0.000181324
S1_3535982;1;583;10.46884089;4.179975877;1;0.022687982;0.079242466;0.000181324
S1_3535988;1;584;10.46885899;4.179975877;1;0.022687982;0.079242466;0.000181324
S1_3535993;1;585;10.46887408;4.179975877;1;0.022687982;0.079242466;0.000181324
S1_3539875;1;586;10.48058555;4.179975877;1;0.022687982;0.079242466;0.000181324
S1_3539927;1;587;10.48074242;4.179975877;1;0.022687982;0.079242466;0.000181324
S1_3544130;1;588;10.49342231;4.179975877;1;0.022687982;0.079242466;0.000181324
S1_3545989;1;589;10.49903066;4.179975877;1;0.022687982;0.079242466;0.000181324
S1_3546061;1;590;10.49924787;4.179975877;1;0.022687982;0.079242466;0.000181324
S1_3546066;1;591;10.49926296;4.179975877;1;0.022687982;0.079242466;0.000181324
S1_3546108;1;592;10.49938967;4.179975877;1;0.022687982;0.079242466;0.000181324
S1_3546998;1;593;10.50207468;4.179975877;1;0.022687982;0.079242466;0.000181324
S1_3551285;1;594;10.51500798;4.179975877;1;0.022687982;0.079242466;0.000181324
S1_3574140;1;595;10.58395843;4.179975877;1;0.022687982;0.079242466;0.000181324
S1_3600983;1;596;10.66494014;4.179975877;1;0.022687982;0.079242466;0.000181324
S1_3600994;1;597;10.66497332;4.179975877;1;0.022687982;0.079242466;0.000181324
S1_3608300;1;598;10.68701454;4.180400256;1;0.022687574;0.079143451;0.000181316
S1_3608399;1;599;10.68731321;4.287810768;1;0.0225846;0.057887929;0.000179296
S1_3620181;1;600;10.72285791;4.288388031;1;0.022584048;0.057791766;0.000179285
S1_3633853;1;601;10.76410449;4.288388064;1;0.022584048;0.057791761;0.000179285
S1_3653825;1;602;10.82435732;4.288388064;1;0.022584048;0.057791761;0.000179285
S1_3653843;1;603;10.82441162;4.288388064;1;0.022584048;0.057791761;0.000179285
S1_3653897;1;604;10.82457453;4.288388064;1;0.022584048;0.057791761;0.000179285
S1_3678447;1;605;10.89863857;4.288388064;1;0.022584048;0.057791761;0.000179285
S1_3684654;1;606;10.91736425;4.288388064;1;0.022584048;0.057791761;0.000179285
S1_3687081;1;607;10.92468618;4.288388065;1;0.022584048;0.057791761;0.000179285
S1_3687084;1;608;10.92469523;4.288388076;1;0.022584048;0.057791759;0.000179285
S1_3688711;1;609;10.92960367;4.411004491;1;0.022467015;0.040749668;0.000177006
S1_3696650;1;610;10.95355456;4.41103337;1;0.022466988;0.040746348;0.000177005
S1_3696665;1;611;10.95359982;4.41103337;1;0.022466988;0.040746348;0.000177005
S1_3702314;1;612;10.97064209;4.41103337;1;0.022466988;0.040746348;0.000177005
S1_3719836;1;613;11.0235036;4.41103337;1;0.022466988;0.040746348;0.000177005
S1_3719841;1;614;11.02351868;4.41103337;1;0.022466988;0.040746348;0.000177005
S1_3724613;1;615;11.03791516;4.41103337;1;0.022466988;0.040746348;0.000177005
S1_3724683;1;616;11.03812634;4.41103337;1;0.022466988;0.040746348;0.000177005
S1_3724707;1;617;11.03819874;4.41103337;1;0.022466988;0.040746348;0.000177005
S1_3724839;1;618;11.03859697;4.41103337;1;0.022466988;0.040746348;0.000177005
S1_3724874;1;619;11.03870256;4.41103337;1;0.022466988;0.040746348;0.000177005
S1_3740331;1;620;11.08533424;4.41103337;1;0.022466988;0.040746348;0.000177005
S1_3740332;1;621;11.08533726;4.41103337;1;0.022466988;0.040746348;0.000177005
S1_3740337;1;622;11.08535235;4.41103337;1;0.022466988;0.040746348;0.000177005
S1_3743167;1;623;11.09389007;4.41103337;1;0.022466988;0.040746348;0.000177005
S1_3752391;1;624;11.12171764;4.41103337;1;0.022466988;0.040746348;0.000177005
S1_3766989;1;625;11.16575783;4.41103337;1;0.022466988;0.040746348;0.000177005
S1_3767871;1;626;11.16841871;4.41103337;1;0.022466988;0.040746348;0.000177005
S1_3767896;1;627;11.16849413;4.41103337;1;0.022466988;0.040746348;0.000177005
S1_3801349;1;628;11.26941731;4.41103337;1;0.022466988;0.040746348;0.000177005
S1_3801588;1;629;11.27013835;4.41103337;1;0.022466988;0.040746348;0.000177005
S1_3802268;1;630;11.27218981;4.41103337;1;0.022466988;0.040746348;0.000177005
S1_3811426;1;631;11.29981826;4.41103337;1;0.022466988;0.040746348;0.000177005
S1_3811437;1;632;11.29985145;4.41103337;1;0.022466988;0.040746348;0.000177005
S1_3830487;1;633;11.35732273;4.411003714;1;0.022468821;0.04074639;0.000177006
S1_3832339;1;634;11.36290996;4.327855686;1;0.028273799;0.040865086;0.000178549
S1_3843113;1;635;11.39541367;4.327824629;1;0.028276238;0.04086513;0.000178549
S1_3843304;1;636;11.39598989;4.327824629;1;0.028276238;0.04086513;0.000178549
S1_3844672;1;637;11.40011696;4.327824629;1;0.028276238;0.04086513;0.000178549
S1_3845217;1;638;11.40176115;4.327824629;1;0.028276238;0.04086513;0.000178549
